Cakupan,UHH,HLS,RLS,Pengeluaran,IPM,Tahun
KOTA PADANGSIDIMPUAN,69.84,14.58,11.11,11337.0,76.05,2022
KOTA GUNUNGSITOLI,71.71,13.77,8.64,8434.0,70.23,2022
KABUPATEN KEPULAUAN SERIBU,69.2,12.65,9.02,12999.0,72.79,2022
KOTA JAKARTA SELATAN,74.49,13.35,11.66,24221.0,85.21,2022
KOTA JAKARTA TIMUR,74.83,13.97,11.73,18199.0,83.45,2022
KOTA JAKARTA PUSAT,74.48,13.28,11.53,17765.0,82.11,2022
KOTA JAKARTA BARAT,73.81,12.82,11.13,21357.0,82.51,2022
KOTA JAKARTA UTARA,73.47,12.66,10.82,19201.0,80.81,2022
KABUPATEN BOGOR,71.65,12.5,8.34,10860.0,71.2,2022
KABUPATEN SUKABUMI,71.54,12.25,7.11,9210.0,67.64,2022
KABUPATEN CIANJUR,70.58,12.01,7.2,8244.0,65.94,2022
KABUPATEN BANDUNG,74.01,12.71,9.08,10588.0,73.16,2022
KABUPATEN GARUT,71.85,12.15,7.83,8227.0,67.41,2022
KABUPATEN TASIKMALAYA,69.95,12.59,7.73,8177.0,66.84,2022
KABUPATEN CIAMIS,72.3,14.28,8.0,9428.0,71.45,2022
KABUPATEN KUNINGAN,74.03,12.24,7.88,9620.0,70.16,2022
KABUPATEN CIREBON,72.47,12.28,7.4,10791.0,70.06,2022
KABUPATEN MAJALENGKA,70.76,12.24,7.49,9950.0,68.56,2022
KABUPATEN SUMEDANG,72.91,12.99,8.72,10776.0,72.69,2022
KABUPATEN INDRAMAYU,72.15,12.27,6.83,10166.0,68.55,2022
KABUPATEN SUBANG,72.92,11.78,7.2,11294.0,69.87,2022
KABUPATEN PURWAKARTA,71.47,12.13,8.11,12193.0,71.56,2022
KABUPATEN KARAWANG,72.62,12.19,7.96,11927.0,71.74,2022
KABUPATEN BEKASI,74.04,13.11,9.53,11757.0,75.22,2022
KABUPATEN BANDUNG BARAT,72.79,11.89,8.22,9044.0,69.04,2022
KABUPATEN PANGANDARAN,71.89,12.11,8.03,9389.0,69.03,2022
KOTA BOGOR,74.13,13.43,10.63,12058.0,77.17,2022
KOTA SUKABUMI,72.85,13.59,10.14,11229.0,75.4,2022
KOTA BANDUNG,74.75,14.23,11.0,17639.0,82.5,2022
KOTA CIREBON,72.74,13.14,10.33,12087.0,75.89,2022
KOTA BEKASI,75.48,14.11,11.44,16239.0,82.46,2022
KOTA DEPOK,74.92,13.94,11.47,15926.0,81.86,2022
KOTA CIMAHI,74.5,13.82,11.21,12500.0,78.77,2022
KOTA TASIKMALAYA,72.63,13.47,9.53,10578.0,73.83,2022
KOTA BANJAR,71.49,13.25,8.78,10967.0,72.55,2022
KABUPATEN CILACAP,74.07,12.66,7.18,10904.0,70.99,2022
KABUPATEN BANYUMAS,73.88,13.21,7.78,11905.0,73.17,2022
KABUPATEN PURBALINGGA,73.28,12.01,7.33,10277.0,69.54,2022
KABUPATEN BANJARNEGARA,74.37,11.81,6.84,9776.0,68.61,2022
KABUPATEN KEBUMEN,73.7,13.36,7.85,9282.0,70.79,2022
KABUPATEN PURWOREJO,75.03,13.52,8.32,10671.0,73.6,2022
KABUPATEN WONOSOBO,72.05,11.78,6.88,11108.0,68.89,2022
KABUPATEN MAGELANG,74.03,12.58,7.81,10011.0,70.85,2022
KABUPATEN BOYOLALI,76.12,12.62,8.08,13250.0,74.97,2022
KABUPATEN KLATEN,76.95,13.4,9.09,12522.0,76.95,2022
KABUPATEN SUKOHARJO,77.82,13.9,9.62,11841.0,77.94,2022
KABUPATEN WONOGIRI,76.41,12.51,7.42,9780.0,71.04,2022
KABUPATEN KARANGANYAR,77.64,13.7,8.79,11798.0,76.58,2022
KABUPATEN SRAGEN,75.87,12.91,7.79,13052.0,74.65,2022
KABUPATEN GROBOGAN,74.93,12.45,7.26,10610.0,70.97,2022
KABUPATEN BLORA,74.6,12.44,7.01,10067.0,69.95,2022
KABUPATEN REMBANG,74.68,12.13,7.41,10937.0,71.0,2022
KABUPATEN PATI,76.32,12.95,7.79,10948.0,73.14,2022
KABUPATEN KUDUS,76.76,13.25,9.06,11609.0,75.89,2022
KABUPATEN JEPARA,75.97,12.77,8.09,10913.0,73.15,2022
KABUPATEN DEMAK,75.52,13.33,8.1,10698.0,73.36,2022
KABUPATEN SEMARANG,75.86,13.04,8.05,12448.0,74.67,2022
KABUPATEN TEMANGGUNG,75.7,12.55,7.41,9773.0,70.77,2022
KABUPATEN KENDAL,74.53,12.97,7.71,11999.0,73.19,2022
KABUPATEN BATANG,74.79,12.14,6.9,9972.0,69.45,2022
KABUPATEN PEKALONGAN,73.8,12.43,7.46,10707.0,70.81,2022
KABUPATEN PEMALANG,73.65,11.98,6.5,8994.0,67.19,2022
KABUPATEN TEGAL,71.85,12.91,7.25,10020.0,69.53,2022
KABUPATEN BREBES,69.74,12.15,6.35,10514.0,67.03,2022
KOTA MAGELANG,77.02,14.31,10.94,12816.0,80.39,2022
KOTA SURAKARTA,77.43,14.89,10.92,15463.0,83.08,2022
KOTA SALATIGA,77.72,15.43,10.95,16351.0,84.35,2022
KOTA SEMARANG,77.69,15.54,10.8,16047.0,84.08,2022
KOTA PEKALONGAN,74.51,12.86,9.2,13158.0,75.9,2022
KOTA TEGAL,74.64,13.08,9.0,13455.0,76.15,2022
KABUPATEN KULON PROGO,75.28,14.38,9.17,10511.0,75.46,2022
KABUPATEN BANTUL,73.9,15.48,9.59,16002.0,80.69,2022
KABUPATEN GUNUNG KIDUL,74.23,13.33,7.31,9874.0,70.96,2022
KABUPATEN SLEMAN,75.0,16.76,10.94,16438.0,84.31,2022
KOTA YOGYAKARTA,74.83,17.61,11.89,19319.0,87.69,2022
KABUPATEN PACITAN,72.48,12.66,7.82,9184.0,69.37,2022
KABUPATEN PONOROGO,73.2,13.76,7.77,10199.0,71.87,2022
KABUPATEN TRENGGALEK,74.26,12.5,7.89,10042.0,71.0,2022
KABUPATEN TULUNGAGUNG,74.54,13.33,8.65,11162.0,74.06,2022
KABUPATEN BLITAR,73.98,12.64,7.82,11001.0,71.86,2022
KABUPATEN KEDIRI,72.97,13.61,8.23,11565.0,73.46,2022
KABUPATEN MALANG,72.95,13.38,7.68,10326.0,71.38,2022
KABUPATEN LUMAJANG,70.61,12.02,6.87,9466.0,66.95,2022
KABUPATEN JEMBER,69.68,13.44,6.5,9840.0,67.97,2022
KABUPATEN BANYUWANGI,71.06,13.11,7.66,12320.0,71.94,2022
KABUPATEN BONDOWOSO,67.29,13.31,6.22,10851.0,67.31,2022
KABUPATEN SITUBONDO,69.62,13.18,6.63,10263.0,68.25,2022
KABUPATEN PROBOLINGGO,67.78,12.58,6.13,11254.0,66.96,2022
KABUPATEN PASURUAN,70.55,12.76,7.42,10726.0,69.68,2022
KABUPATEN SIDOARJO,74.36,14.95,10.77,14808.0,81.02,2022
KABUPATEN MOJOKERTO,72.93,12.96,8.97,13051.0,74.89,2022
KABUPATEN JOMBANG,72.86,13.58,8.76,11579.0,74.05,2022
KABUPATEN NGANJUK,71.95,13.07,8.12,12349.0,72.93,2022
KABUPATEN MADIUN,71.9,13.18,7.94,11848.0,72.39,2022
KABUPATEN MAGETAN,72.97,14.05,8.66,12031.0,74.85,2022
KABUPATEN NGAWI,72.81,12.84,7.59,11563.0,71.75,2022
KABUPATEN BOJONEGORO,72.16,12.84,7.43,10323.0,70.12,2022
KABUPATEN TUBAN,71.97,12.24,7.37,10703.0,69.67,2022
KABUPATEN LAMONGAN,72.86,14.01,8.33,11648.0,74.02,2022
KABUPATEN GRESIK,72.99,13.96,9.75,13384.0,77.16,2022
KABUPATEN BANGKALAN,70.54,11.91,5.97,8971.0,65.05,2022
KABUPATEN SAMPANG,68.38,12.39,5.06,8944.0,63.39,2022
KABUPATEN PAMEKASAN,68.03,13.67,6.88,8967.0,66.99,2022
KABUPATEN SUMENEP,71.99,13.51,5.93,9388.0,67.87,2022
KOTA KEDIRI,74.34,15.44,10.45,12762.0,79.59,2022
KOTA BLITAR,74.26,14.56,10.65,14058.0,79.93,2022
KOTA MALANG,73.75,15.76,10.69,16897.0,82.71,2022
KOTA PROBOLINGGO,70.68,13.67,9.29,12571.0,74.56,2022
KOTA PASURUAN,71.96,13.64,9.67,13803.0,76.54,2022
KOTA MOJOKERTO,73.74,14.02,10.8,14054.0,79.32,2022
KOTA MADIUN,73.13,14.43,11.67,16503.0,82.01,2022
KOTA SURABAYA,74.47,14.83,10.51,18345.0,82.74,2022
KOTA BATU,72.97,14.4,9.63,13094.0,77.22,2022
KABUPATEN PANDEGLANG,65.2,13.72,7.13,8827.0,65.84,2022
KABUPATEN LEBAK,67.74,12.09,6.59,8854.0,64.71,2022
KABUPATEN TANGERANG,70.28,12.85,8.92,12427.0,72.97,2022
KABUPATEN SERANG,65.18,12.78,7.78,10916.0,67.75,2022
KOTA TANGERANG,71.91,13.88,10.84,14909.0,78.9,2022
KOTA CILEGON,67.02,13.2,10.34,13185.0,73.95,2022
KOTA SERANG,68.54,12.81,8.9,13709.0,72.98,2022
KOTA TANGERANG SELATAN,72.78,14.67,11.84,15997.0,81.95,2022
KABUPATEN JEMBRANA,72.82,13.01,8.64,11915.0,73.58,2022
KABUPATEN TABANAN,74.1,13.03,9.15,14475.0,76.75,2022
KABUPATEN BADUNG,75.51,14.03,10.64,17445.0,82.13,2022
KABUPATEN GIANYAR,74.13,14.01,9.55,14630.0,78.39,2022
KABUPATEN KLUNGKUNG,71.83,13.02,8.46,11500.0,72.55,2022
KABUPATEN BANGLI,70.97,12.49,7.47,11424.0,70.26,2022
KABUPATEN KARANG ASEM,70.89,12.62,6.67,10278.0,68.28,2022
KABUPATEN BULELENG,72.32,13.26,7.56,13529.0,73.45,2022
KOTA DENPASAR,75.3,14.1,11.5,19850.0,84.37,2022
KABUPATEN LOMBOK BARAT,67.63,13.96,6.6,11754.0,69.41,2022
KABUPATEN LOMBOK TENGAH,66.75,13.86,6.44,10470.0,67.57,2022
KABUPATEN LOMBOK TIMUR,66.55,14.05,7.04,9631.0,67.59,2022
KABUPATEN SUMBAWA,68.12,13.23,8.21,9598.0,68.89,2022
KABUPATEN DOMPU,67.36,13.69,8.73,9203.0,69.15,2022
KABUPATEN BIMA,66.87,13.58,8.17,8699.0,67.57,2022
KABUPATEN SUMBAWA BARAT,68.74,13.65,8.9,11987.0,72.65,2022
KABUPATEN LOMBOK UTARA,67.75,12.77,6.3,9433.0,65.7,2022
KOTA MATARAM,72.2,15.65,9.55,15416.0,79.59,2022
KOTA BIMA,70.83,15.05,10.94,11395.0,76.84,2022
KABUPATEN SUMBA BARAT,67.35,13.15,6.85,7627.0,64.43,2022
KABUPATEN SUMBA TIMUR,65.38,12.85,7.33,9641.0,66.17,2022
KABUPATEN KUPANG,65.28,13.88,7.41,7776.0,65.04,2022
KABUPATEN TIMOR TENGAH SELATAN,66.68,12.6,6.76,7118.0,62.73,2022
KABUPATEN TIMOR TENGAH UTARA,67.35,13.34,7.97,6559.0,64.26,2022
KABUPATEN BELU,65.28,12.3,7.38,7593.0,63.22,2022
KABUPATEN ALOR,61.99,12.27,8.43,7198.0,62.26,2022
KABUPATEN LEMBATA,67.52,12.45,8.25,7622.0,65.47,2022
KABUPATEN FLORES TIMUR,65.62,12.94,7.79,7918.0,64.93,2022
KABUPATEN SIKKA,67.86,13.44,6.96,8362.0,66.06,2022
KABUPATEN ENDE,65.76,13.81,8.09,9413.0,67.97,2022
KABUPATEN NGADA,68.4,12.73,8.54,8997.0,68.26,2022
KABUPATEN MANGGARAI,67.38,13.7,7.62,7580.0,65.83,2022
KABUPATEN ROTE NDAO,65.26,13.21,7.76,6719.0,63.21,2022
KABUPATEN MANGGARAI BARAT,67.73,12.31,7.8,7636.0,64.92,2022
KABUPATEN SUMBA TENGAH,68.65,13.12,6.73,6288.0,62.71,2022
KABUPATEN SUMBA BARAT DAYA,68.79,13.09,6.37,6779.0,63.15,2022
KABUPATEN NAGEKEO,67.56,12.51,7.91,8433.0,66.22,2022
KABUPATEN MANGGARAI TIMUR,68.29,12.3,7.42,6145.0,62.3,2022
KABUPATEN SABU RAIJUA,60.87,13.17,6.77,5558.0,57.9,2022
KABUPATEN MALAKA,65.34,12.81,7.12,6250.0,61.34,2022
KOTA KUPANG,70.11,16.43,11.61,13513.0,80.2,2022
KABUPATEN SAMBAS,69.39,12.7,6.74,10462.0,67.95,2022
KABUPATEN BENGKAYANG,74.0,12.14,7.0,9484.0,68.74,2022
KABUPATEN LANDAK,73.39,12.44,7.15,7969.0,67.17,2022
KABUPATEN MEMPAWAH,71.47,12.87,7.17,8049.0,66.94,2022
KABUPATEN SANGGAU,71.58,11.65,7.41,8782.0,66.91,2022
KABUPATEN KETAPANG,71.27,11.95,7.48,9426.0,67.92,2022
KABUPATEN SINTANG,72.12,12.29,7.36,8858.0,67.86,2022
KABUPATEN KAPUAS HULU,72.69,12.14,7.59,7668.0,66.7,2022
KABUPATEN SEKADAU,72.39,11.9,7.12,7566.0,65.58,2022
KABUPATEN MELAWI,73.14,11.18,7.18,8830.0,66.81,2022
KABUPATEN KAYONG UTARA,68.82,11.95,6.21,8234.0,63.81,2022
KABUPATEN KUBU RAYA,70.95,13.88,7.02,9142.0,68.91,2022
KOTA PONTIANAK,73.46,15.02,10.44,15141.0,80.48,2022
KOTA SINGKAWANG,72.46,12.92,8.19,12089.0,72.89,2022
KABUPATEN KEPULAUAN MENTAWAI,64.93,12.89,7.48,6567.0,62.19,2022
KABUPATEN PESISIR SELATAN,71.25,13.35,8.43,9686.0,70.84,2022
KABUPATEN SOLOK,69.19,13.3,7.89,10539.0,70.02,2022
KABUPATEN SIJUNJUNG,66.7,12.64,8.3,10582.0,68.69,2022
KABUPATEN TANAH DATAR,70.49,14.59,8.9,10695.0,73.29,2022
KABUPATEN PADANG PARIAMAN,69.34,13.93,8.16,11159.0,71.63,2022
KABUPATEN AGAM,72.89,13.88,8.98,10171.0,73.29,2022
KABUPATEN LIMA PULUH KOTA,70.08,13.4,8.08,10035.0,70.28,2022
KABUPATEN PASAMAN,67.96,13.05,8.11,8619.0,67.41,2022
KABUPATEN SOLOK SELATAN,68.38,12.73,8.41,10560.0,69.71,2022
KABUPATEN DHARMASRAYA,71.9,12.51,8.56,11650.0,72.3,2022
KABUPATEN PASAMAN BARAT,68.25,13.69,8.55,9381.0,69.57,2022
KOTA PADANG,73.93,16.54,11.6,14889.0,83.29,2022
KOTA SOLOK,74.06,14.34,11.35,12515.0,79.23,2022
KOTA SAWAH LUNTO,70.4,13.42,10.43,10537.0,73.73,2022
KOTA PADANG PANJANG,73.02,15.07,11.92,11153.0,78.78,2022
KOTA BUKITTINGGI,74.82,14.99,11.63,13633.0,81.42,2022
KOTA PAYAKUMBUH,74.14,14.29,10.82,13687.0,79.53,2022
KOTA PARIAMAN,70.67,14.61,10.78,13150.0,77.65,2022
KABUPATEN KOTAWARINGIN BARAT,70.98,12.75,8.54,13352.0,73.41,2022
KABUPATEN KOTAWARINGIN TIMUR,70.15,12.86,8.16,12048.0,71.67,2022
KABUPATEN KAPUAS,69.02,12.94,7.64,11377.0,70.01,2022
KABUPATEN BARITO SELATAN,67.48,12.67,9.01,11780.0,71.01,2022
KABUPATEN BARITO UTARA,71.5,12.53,8.9,10182.0,71.21,2022
KABUPATEN SUKAMARA,71.8,12.15,8.1,9225.0,68.94,2022
KABUPATEN LAMANDAU,69.62,12.51,8.53,11559.0,71.11,2022
KABUPATEN SERUYAN,69.46,12.02,7.99,9821.0,68.24,2022
KABUPATEN KATINGAN,66.16,12.97,8.78,11036.0,69.74,2022
KABUPATEN PULANG PISAU,68.36,12.5,8.26,10273.0,69.01,2022
KABUPATEN GUNUNG MAS,70.72,11.91,9.24,10990.0,71.4,2022
KABUPATEN BARITO TIMUR,68.61,12.86,9.32,11710.0,72.07,2022
KABUPATEN MURUNG RAYA,69.75,11.87,7.66,10697.0,68.63,2022
KOTA PALANGKA RAYA,73.47,14.97,11.55,14345.0,81.16,2022
KABUPATEN TANAH LAUT,69.86,12.32,7.9,11703.0,70.35,2022
KABUPATEN KOTA BARU,69.56,12.06,7.47,12191.0,69.74,2022
KABUPATEN BANJAR,67.73,13.02,7.71,12871.0,70.72,2022
KABUPATEN BARITO KUALA,66.55,12.54,7.63,10230.0,67.37,2022
KABUPATEN TAPIN,70.88,12.04,7.95,12247.0,71.02,2022
KABUPATEN HULU SUNGAI SELATAN,66.51,12.4,7.79,13157.0,69.76,2022
KABUPATEN HULU SUNGAI TENGAH,66.54,12.22,8.28,12448.0,69.7,2022
KABUPATEN HULU SUNGAI UTARA,64.53,12.93,7.76,10132.0,66.84,2022
KABUPATEN TABALONG,70.84,12.9,9.12,11914.0,73.13,2022
KABUPATEN TANAH BUMBU,70.7,12.49,8.25,12217.0,71.79,2022
KABUPATEN BALANGAN,68.13,12.61,7.85,11659.0,69.73,2022
KOTA BANJARMASIN,71.59,13.95,10.21,14770.0,77.97,2022
KOTA BANJAR BARU,72.36,14.83,10.98,14136.0,79.68,2022
KABUPATEN PASER,72.89,13.27,8.8,11181.0,73.44,2022
KABUPATEN KUTAI BARAT,73.1,13.09,8.78,10740.0,72.92,2022
KABUPATEN KUTAI KARTANEGARA,72.65,13.63,9.24,11677.0,74.67,2022
KABUPATEN KUTAI TIMUR,73.47,13.0,9.44,11322.0,74.35,2022
KABUPATEN BERAU,72.32,13.35,9.54,13095.0,75.74,2022
KABUPATEN PENAJAM PASER UTARA,71.71,12.7,8.51,11890.0,72.55,2022
KABUPATEN MAHAKAM HULU,72.35,12.62,8.36,8215.0,68.75,2022
KOTA BALIKPAPAN,74.78,14.23,10.92,15455.0,81.13,2022
KOTA SAMARINDA,74.56,15.1,10.71,15162.0,81.43,2022
KOTA BONTANG,74.57,13.18,10.81,17327.0,80.94,2022
KABUPATEN MALINAU,71.5,13.33,9.41,10304.0,72.75,2022
KABUPATEN BULUNGAN,72.76,13.03,9.2,9641.0,72.08,2022
KABUPATEN TANA TIDUNG,71.51,12.38,8.97,8012.0,68.6,2022
KABUPATEN NUNUKAN,71.41,12.67,8.24,7446.0,67.16,2022
KOTA TARAKAN,74.06,14.04,10.08,11596.0,76.68,2022
KABUPATEN BOLAANG MONGONDOW,69.78,11.61,8.17,10614.0,68.95,2022
KABUPATEN MINAHASA,71.49,14.17,9.82,12690.0,76.18,2022
KABUPATEN KEPULAUAN SANGIHE,70.51,12.59,8.49,11631.0,71.63,2022
KABUPATEN KEPULAUAN TALAUD,70.57,12.65,9.73,8869.0,70.43,2022
KABUPATEN MINAHASA SELATAN,70.35,12.98,9.19,11717.0,72.89,2022
KABUPATEN MINAHASA UTARA,71.68,13.06,10.18,11593.0,74.69,2022
KABUPATEN BOLAANG MONGONDOW UTARA,68.05,12.34,8.57,9285.0,68.06,2022
KABUPATEN SIAU TAGULANDANG BIARO,71.27,12.02,9.21,8401.0,68.94,2022
KABUPATEN MINAHASA TENGGARA,70.52,12.44,9.12,10753.0,71.48,2022
KABUPATEN BOLAANG MONGONDOW SELATAN,64.74,12.31,8.16,9238.0,65.9,2022
KABUPATEN BOLAANG MONGONDOW TIMUR,68.24,11.88,8.09,9390.0,67.21,2022
KOTA MANADO,72.18,14.17,11.43,14399.0,79.66,2022
KOTA BITUNG,71.38,12.65,9.91,12665.0,74.7,2022
KOTA TOMOHON,72.44,14.23,10.75,12268.0,77.44,2022
KOTA KOTAMOBAGU,70.98,12.89,10.32,11151.0,73.96,2022
KABUPATEN BANGGAI KEPULAUAN,66.73,13.08,8.46,7712.0,66.08,2022
KABUPATEN BANGGAI,70.88,13.34,8.54,9963.0,71.08,2022
KABUPATEN MOROWALI,69.23,13.36,9.35,11291.0,72.55,2022
KABUPATEN POSO,71.19,13.72,9.52,9218.0,71.93,2022
KABUPATEN DONGGALA,67.61,12.6,7.98,8303.0,66.25,2022
KABUPATEN TOLI-TOLI,66.41,12.92,8.76,8191.0,66.76,2022
KABUPATEN BUOL,69.32,13.17,9.08,8176.0,68.72,2022
KABUPATEN PARIGI MOUTONG,64.35,12.5,7.77,10063.0,66.26,2022
KABUPATEN TOJO UNA-UNA,66.08,12.36,8.41,8096.0,65.54,2022
KABUPATEN SIGI,70.15,12.97,8.84,8498.0,69.05,2022
KABUPATEN BANGGAI LAUT,65.81,13.02,8.63,8037.0,66.22,2022
KABUPATEN MOROWALI UTARA,69.77,12.28,8.75,9242.0,68.97,2022
KOTA PALU,71.2,16.36,11.73,15162.0,82.02,2022
KABUPATEN KEPULAUAN SELAYAR,68.81,12.67,8.09,9446.0,68.35,2022
KABUPATEN BULUKUMBA,68.51,13.42,8.01,10941.0,70.34,2022
KABUPATEN BANTAENG,70.88,12.3,6.81,12133.0,69.69,2022
KABUPATEN JENEPONTO,66.81,12.11,6.75,9425.0,65.13,2022
KABUPATEN TAKALAR,67.64,12.48,7.64,10746.0,68.31,2022
KABUPATEN GOWA,70.7,13.66,8.4,9812.0,70.99,2022
KABUPATEN SINJAI,67.68,13.25,7.79,9726.0,68.33,2022
KABUPATEN MAROS,69.28,13.3,8.02,11403.0,71.0,2022
KABUPATEN PANGKAJENE DAN KEPULAUAN,67.12,12.78,8.05,11817.0,69.79,2022
KABUPATEN BARRU,69.35,13.61,8.25,11275.0,71.53,2022
KABUPATEN BONE,67.57,12.99,7.36,9277.0,67.01,2022
KABUPATEN SOPPENG,70.2,13.2,7.96,9756.0,69.7,2022
KABUPATEN WAJO,67.82,13.3,7.16,12729.0,70.26,2022
KABUPATEN SIDENRENG RAPPANG,70.41,13.01,8.04,12379.0,72.06,2022
KABUPATEN PINRANG,70.15,13.25,8.04,12102.0,71.97,2022
KABUPATEN ENREKANG,71.17,13.86,8.93,11183.0,73.39,2022
KABUPATEN LUWU,70.75,13.4,8.48,10308.0,71.36,2022
KABUPATEN TANA TORAJA,73.72,13.87,8.52,7584.0,69.88,2022
KABUPATEN LUWU UTARA,69.03,12.58,7.87,12105.0,70.51,2022
KABUPATEN LUWU TIMUR,70.94,13.0,8.92,13058.0,73.92,2022
KABUPATEN TORAJA UTARA,73.65,13.41,8.26,8494.0,70.36,2022
KOTA MAKASSAR,72.4,15.59,11.55,17406.0,83.12,2022
KOTA PAREPARE,71.57,14.52,10.66,14027.0,78.54,2022
KOTA PALOPO,71.18,15.1,11.09,13404.0,78.91,2022
KABUPATEN BUTON,68.46,13.87,8.25,7594.0,67.23,2022
KABUPATEN MUNA,70.47,14.01,8.52,8328.0,69.61,2022
KABUPATEN KONAWE,70.38,13.03,9.3,10552.0,72.04,2022
KABUPATEN KOLAKA,71.3,13.02,9.06,12639.0,73.98,2022
KABUPATEN KONAWE SELATAN,70.95,12.59,8.27,9347.0,69.36,2022
KABUPATEN BOMBANA,69.2,11.89,8.05,8680.0,66.81,2022
KABUPATEN WAKATOBI,70.59,13.51,8.5,9758.0,70.85,2022
KABUPATEN KOLAKA UTARA,70.4,12.16,8.54,10721.0,70.39,2022
KABUPATEN BUTON UTARA,70.96,12.99,9.11,7935.0,69.0,2022
KABUPATEN KONAWE UTARA,69.59,13.11,9.53,9666.0,71.1,2022
KABUPATEN KOLAKA TIMUR,72.9,12.69,8.15,8155.0,68.73,2022
KABUPATEN KONAWE KEPULAUAN,68.46,12.53,9.43,7192.0,66.69,2022
KABUPATEN MUNA BARAT,70.39,12.61,7.6,7668.0,66.21,2022
KABUPATEN BUTON TENGAH,67.78,13.18,7.33,7670.0,65.29,2022
KABUPATEN BUTON SELATAN,67.76,13.25,7.64,7476.0,65.44,2022
KOTA KENDARI,73.93,16.9,12.52,14765.0,84.51,2022
KOTA BAUBAU,71.36,15.18,10.92,10835.0,76.67,2022
KABUPATEN BOALEMO,69.61,12.46,7.03,9543.0,67.27,2022
KABUPATEN GORONTALO,67.89,13.19,7.61,9850.0,68.28,2022
KABUPATEN POHUWATO,64.62,12.39,7.35,10913.0,66.53,2022
KABUPATEN BONE BOLANGO,68.88,13.66,8.33,10676.0,70.9,2022
KABUPATEN GORONTALO UTARA,66.3,12.47,7.16,9636.0,66.01,2022
KOTA GORONTALO,72.88,14.57,10.39,13077.0,78.22,2022
KABUPATEN MAJENE,62.16,13.63,9.1,10152.0,67.84,2022
KABUPATEN POLEWALI MANDAR,62.86,13.39,7.6,8726.0,64.79,2022
KABUPATEN MAMASA,71.2,12.53,8.0,7837.0,67.21,2022
KABUPATEN MAMUJU,68.21,13.25,8.09,9668.0,68.88,2022
KABUPATEN PASANGKAYU,66.9,12.06,8.11,11330.0,68.61,2022
KABUPATEN MAMUJU TENGAH,68.97,12.65,7.61,8633.0,66.89,2022
KABUPATEN KUANTAN SINGINGI ,68.87,13.36,8.76,10647.0,71.09,2022
KABUPATEN INDRAGIRI HULU,70.48,12.58,8.4,10472.0,70.46,2022
KABUPATEN INDRAGIRI HILIR,68.31,12.19,7.26,10234.0,67.37,2022
KABUPATEN PELALAWAN,71.53,12.68,8.72,12163.0,72.93,2022
KABUPATEN SIAK,71.37,12.85,9.87,12230.0,74.5,2022
KABUPATEN KAMPAR,71.12,13.59,9.39,11394.0,73.84,2022
KABUPATEN ROKAN HULU,70.51,12.86,8.55,9841.0,70.31,2022
KABUPATEN BENGKALIS,71.5,13.16,9.71,11857.0,74.38,2022
KABUPATEN ROKAN HILIR,70.69,12.83,8.28,9906.0,70.1,2022
KABUPATEN KEPULAUAN MERANTI,68.09,12.84,7.88,8246.0,66.52,2022
KOTA PEKANBARU,72.7,15.56,11.93,14804.0,82.06,2022
KOTA DUMAI,71.25,13.32,10.15,12249.0,75.26,2022
KABUPATEN MLUKU TENGGARA BARAT,63.73,12.32,9.77,6473.0,63.45,2022
KABUPATEN MALUKU TENGGARA,65.46,12.89,9.78,7795.0,66.88,2022
KABUPATEN MALUKU TENGAH,66.73,14.28,9.76,10406.0,71.81,2022
KABUPATEN BURU,66.72,13.22,8.99,10414.0,69.94,2022
KABUPATEN KEPULAUAN ARU,63.29,12.33,8.87,7733.0,64.21,2022
KABUPATEN SERAM BAGIAN BARAT,62.25,13.58,9.24,8890.0,66.67,2022
KABUPATEN SERAM BAGIAN TIMUR,60.06,12.9,8.71,9591.0,65.05,2022
KABUPATEN MALUKU BARAT DAYA,62.98,12.52,8.77,7010.0,63.07,2022
KABUPATEN BURU SELATAN,66.69,12.83,8.06,7716.0,65.37,2022
KOTA AMBON,71.0,16.05,12.21,14405.0,81.63,2022
KOTA TUAL,66.16,13.99,10.54,7519.0,68.6,2022
KABUPATEN HALMAHERA BARAT,66.64,13.23,8.57,7636.0,66.2,2022
KABUPATEN HALMAHERA TENGAH,64.61,13.22,9.02,8212.0,66.49,2022
KABUPATEN KEPULAUAN SULA,63.68,12.96,9.02,7417.0,64.7,2022
KABUPATEN HALMAHERA SELATAN,66.22,12.97,8.16,7479.0,65.06,2022
KABUPATEN HALMAHERA UTARA,69.88,13.67,8.63,7774.0,68.38,2022
KABUPATEN HALMAHERA TIMUR,69.5,12.86,8.52,8230.0,67.93,2022
KABUPATEN PULAU MOROTAI,67.74,12.97,7.42,6767.0,63.8,2022
KABUPATEN PULAU TALIABU,62.53,12.86,7.94,6623.0,61.64,2022
KOTA TERNATE,71.38,15.76,12.06,13586.0,80.81,2022
KOTA TIDORE KEPULAUAN,69.75,14.36,9.96,8586.0,71.55,2022
KABUPATEN FAKFAK,68.75,14.64,9.08,7678.0,69.12,2022
KABUPATEN KAIMANA,65.27,12.49,8.74,8453.0,66.11,2022
KABUPATEN TELUK WONDAMA,60.57,11.69,7.2,8177.0,60.87,2022
KABUPATEN TELUK BINTUNI,61.37,12.43,8.35,9979.0,65.27,2022
KABUPATEN MANOKWARI,69.18,13.77,8.45,12179.0,72.6,2022
KABUPATEN SORONG SELATAN,66.72,13.27,7.58,6342.0,63.08,2022
